Additional data collected for market,,,,,,,
meta.instanceID,M-q705_cropShareAg,M-q706_cropSP,M-q707_cropAvgSP,M-q708_marketDistance,O-q801_newMgmtUse,uniqueid ,D-q420_cropSeedAmt
uuid:66fdc684-7cca-4b06-8bde-fa68661210f8,0,1520,1300,1,None,2158,18
uuid:053d6c6c-3d2e-451c-a793-6981a8810940,50,1520,1200,1,None,2159,5
uuid:beafc390-a235-4d59-a72b-da17c7b97bbd,0,1250,1100,8,NutrientManagement VarietyReplacement,2160,10
uuid:b0b4de7b-8969-4e21-8c7d-0474356f85cc,0,1400,1000,6,NutrientManagement VarietyReplacement,2161,32
uuid:dc7e65a2-f4ae-4e29-8b91-40c4715ef6cc,0,1450,1200,8,CropEstablishment VarietyReplacement,2162,20
uuid:27ca71c8-750a-42ce-a481-e9b82b192f8c,100,1450,1200,0.00E+00,VarietyReplacement,2163,20
uuid:1f445bd2-c3e4-4813-b8b5-db3a7bbbdf52,100,1450,1200,0.00E+00,VarietyReplacement,2164,20
uuid:2d5bd111-4745-4049-87cf-391692cb998a,100,1400,1200,0.00E+00,NutrientManagement VarietyReplacement WeedManagement,2165,20
uuid:68d3a73b-560c-4165-b6d5-f292d344cc2c,100,1400,1200,0.00E+00,NutrientManagement VarietyReplacement,2166,20
uuid:3fe24ec1-326b-4204-97a4-0a0254395fd6,50,1100,1000,2,None,2167,4
uuid:52ceb9cf-9711-4cb4-bfc0-36e80ba983b8,30,1400,1100,3,None,2168,22
uuid:7617f896-0e0b-4745-8c45-84b516db9831,40,1400,1050,1,VarietyReplacement,2169,8
uuid:ef53c2c4-3c24-411a-b383-d35264559327,40,1200,1000,1,None,2170,3.5
uuid:e2bba8f5-3715-475e-9c10-a3c68d65319f,20,1200,1000,1,None,2171,6
uuid:2683b696-6285-4a5b-af59-405241013451,20,1300,1100,1,None,2172,15
uuid:f949b9dd-b4d2-4a8e-9fe1-d4337d2abc1e,30,1250,1100,3,VarietyReplacement,2173,2
uuid:86647f10-ce6a-4ab5-a957-45a8979e4213,30,1250,1000,3,VarietyReplacement,2174,1
uuid:a47c189e-292a-410e-ac0e-23782329f2ad,20,1600,1200,1,None,2175,4
uuid:65feadda-1d84-4c1d-a714-173a6e8e044d,0,1500,1200,1,None,2176,2
uuid:f223a141-040e-4220-b56b-ea29d15bfca8,30,1600,1200,1,None,2177,2
uuid:fb019100-d78a-4e9c-85d0-d8267ba98820,60,1300,1000,3,CropEstablishment VarietyReplacement IrrigationManagement WeedManagement,2178,4
uuid:7bf3d1a3-30ac-4524-b032-59ffddc664d1,60,1300,1150,3,CropEstablishment VarietyReplacement IrrigationManagement WeedManagement,2179,2.5
uuid:8d96065e-711d-4e66-a274-b5b042913c87,40,1300,1100,3,CropEstablishment VarietyReplacement IrrigationManagement WeedManagement,2180,2.5
uuid:07e7623d-8a2b-473e-8ed1-2bd76d3df705,20,1400,1200,1,None,2181,15
uuid:9c1461fc-0793-498f-b0c8-ca0776bafd65,30,1200,1100,1,None,2182,18
uuid:615956ff-6e7e-41e5-b4e6-71c845794f92,70,1400,1220,3,None,2183,4
uuid:d7abd15f-7ab2-4ad7-bdcf-1260abbdef16,60,1520,1300,9,None,2184,7
uuid:028b87ea-fffc-4546-a5f7-fec5cfda9129,50,1520,1200,9,IrrigationManagement,2185,5
uuid:be1e3961-29a9-4d31-a731-0fd870f56131,30,1520,1200,9,None,2186,5
uuid:e847599c-cab5-42da-95dc-0d4b1ec927f9,60,1520,1200,9,NutrientManagement,2187,7
uuid:e36b672f-a4c6-43a3-baf1-1c0fcbbb2f12,70,1550,1200,9,NutrientManagement CropEstablishment IrrigationManagement,2188,26
uuid:7647a381-431b-4c10-85c6-c736bc41dc0b,30,1600,1100,0,None,2189,2
uuid:4bf5812d-44f1-4897-b4ef-cc68a8336fba,0,1650,1000,0,None,2190,2
uuid:4d520418-ae12-4816-be6f-74bf5abb5bca,50,1700,1200,1,None,2191,2
uuid:35ed70f3-26d0-4654-9d2c-1871417e5d22,10,1700,1200,0,None,2192,3
uuid:88bfae30-90c3-43e3-8839-6e2b8be1ac7a,20,1600,1100,1,None,2193,10
uuid:da8c328c-ec26-4e82-850b-c7c08865dba1,40,1600,1000,1,None,2194,6
uuid:c41df2f7-6167-4215-a89b-7a753cc8397f,20,1650,1000,6,None,2195,2.5
uuid:3a4ce105-2fc0-49c5-bdbd-8e0c38c7c245,20,1700,1000,0,None,2196,5
uuid:28969dbe-d193-473b-a71a-43b0d58cb18a,20,1200,900,3,CropEstablishment VarietyReplacement IrrigationManagement WeedManagement,2197,2
uuid:8227009c-430b-42d9-9190-0f2c4d4194c3,0,1300,1000,3,CropEstablishment VarietyReplacement IrrigationManagement WeedManagement,2198,3
uuid:49f986f3-490d-4866-a7cc-45543550451e,40,1300,1000,3,CropEstablishment VarietyReplacement IrrigationManagement WeedManagement,2199,2.5
uuid:9543926b-5c6a-4b6c-8c49-d1a4419dcc6b,20,1300,1000,3,CropEstablishment VarietyReplacement IrrigationManagement WeedManagement,2200,3
uuid:fdc2b3c2-af51-4ba5-b9ae-06a6e1d59727,50,1350,1250,3,None,2201,1
uuid:12642cb3-08c7-4481-88fa-d83396542af3,40,1350,1220,3,None,2202,3
uuid:17c8c342-401c-49fe-9f20-d8641f2b7362,60,1350,1250,3,None,2203,2
uuid:69105113-4706-4c0b-8c88-48c58c3e0bb9,30,1400,1200,3,None,2204,2
uuid:6b1c7571-db0a-43b8-8336-78668fb20887,60,1400,1200,3,None,2205,5
uuid:1b82b9ab-b0a5-47ee-b2e3-3c2ce958b0a0,20,1350,1250,3,None,2206,3
uuid:71807ac4-92b3-4026-93e3-f99303a9349c,60,1340,1250,3,None,2207,3
uuid:cbe6b0da-56f0-4f07-ba9d-92d9172a2f1d,30,1350,1000,10,NutrientManagement VarietyReplacement,2208,30
uuid:e9754c12-0941-4a89-8804-f2e8ef680f33,100,1400,1050,10,NutrientManagement VarietyReplacement WeedManagement,2209,40
uuid:1303da5e-f1f4-46a6-86ea-5ae78c39623d,40,2000,1000,7,NutrientManagement VarietyReplacement,2210,3
uuid:f9d6830a-41ad-40eb-9d63-8cad38227744,0,1400,1000,3,VarietyReplacement,2211,30
uuid:2430acd7-211e-4234-9003-d4b47d018bae,20,1200,1000,2,VarietyReplacement,2212,1
uuid:9c067a6b-5eb9-4485-94e1-89d2aab7e718,30,1200,1100,2,VarietyReplacement,2213,2
uuid:1fcd1b34-d932-41be-8cd6-f90184a1974e,30,1300,1000,2,VarietyReplacement,2214,2
uuid:a142dbfd-d7c0-404a-929b-d5a65339c24e,30,1200,1000,2,VarietyReplacement,2215,1
uuid:8a833a01-fb02-44ba-96f8-ebf434d0acaa,10,1200,1000,1,VarietyReplacement,2216,1
uuid:cb042edb-a8d3-4489-bf8e-bedc9a847f4b,0,1600,1500,0,None,2217,1
uuid:a219007b-50ae-4d07-8980-cc18cd398c53,0,1600,1500,0,None,2218,1.25
uuid:a673a23f-35f0-403d-865f-e0ab5cd6c3ba,0,1600,1600,0,None,2219,1
uuid:8f1d9a3b-132a-451e-9d14-7802303cff0a,50,1600,1500,0,None,2220,6.5
uuid:4b10f486-888f-4036-b707-4211865c7163,50,1600,1500,0,None,2221,5
uuid:e1364bcb-b271-4cf7-9f8a-289c23a0d8cf,0,1600,1500,0,None,2222,2.5
uuid:40bdb405-40cb-49f2-8d79-c8b2a81652c7,0,1600,1500,0,None,2223,1.75
uuid:87f963c6-a30a-4d15-baae-8fa34e601167,40,1400,1100,3,WeedManagement,2224,1.5
uuid:cd6c9a10-4423-4dc3-a702-d6af32342f19,40,1300,1100,4,CropEstablishment,2225,2.5
uuid:02558478-ff91-4b1d-aab2-9d01a101047c,60,1400,1100,5,None,2226,3
uuid:f5ebcc3a-b9df-44a9-96de-8d81c5940bdf,40,1300,1100,5,None,2227,1.5
uuid:e0f24140-3321-4fbf-9687-745cc0825707,50,1400,1100,6,CropEstablishment VarietyReplacement IrrigationManagement WeedManagement,2228,3
uuid:98411c96-6351-42bc-9c0c-59bccce43fed,0,1400,1150,6,CropEstablishment VarietyReplacement IrrigationManagement WeedManagement,2229,5
uuid:60038364-0d53-4391-899d-4cebe84fd618,0,1300,1100,6,CropEstablishment VarietyReplacement IrrigationManagement WeedManagement,2230,5
uuid:636519dc-a613-4d12-985b-30cae5477f7f,10,1300,1100,6,CropEstablishment VarietyReplacement IrrigationManagement WeedManagement,2231,4
uuid:c9af4c42-1b42-4865-9724-04b0efe61721,0,1300,1100,6,CropEstablishment VarietyReplacement IrrigationManagement WeedManagement,2232,3
uuid:b454e652-8472-4473-bfad-446dedd0a994,60,1350,1250,2,None,2233,5
uuid:d3bc807c-55e6-4ce3-ab3c-d1b053860631,40,1450,1200,3,None,2234,5
uuid:0708c17f-ac43-4162-b364-74c3c8b07459,50,1460,1310,2,None,2235,2.5
uuid:98b1ed64-3297-480d-bc2f-41316ef82cf3,70,1500,1240,3,None,2236,6
uuid:f69350ee-1ad0-452a-b793-5e427f31e4a9,60,1400,1250,3,None,2237,6
uuid:6ab6918c-74eb-4504-b504-c0b165f70335,80,1500,1200,2,None,2238,1
uuid:e714afb5-0c94-4d80-bd02-a1e21b7063eb,60,1400,1200,2,None,2239,6
uuid:bce42b4e-86ea-48f6-998b-21b58e233ee0,50,1400,1260,3,None,2240,6
uuid:f9a6978f-cc96-40fc-bdd1-a5e5c003e385,50,1400,1250,2,None,2241,2
uuid:79255a91-9af3-43cb-a19d-5f55ded4fada,20,1400,1250,2,None,2242,3
uuid:5f2df2d6-249d-4280-a3a4-9daae3915326,80,1400,1240,2,None,2243,5
uuid:a9000365-8baf-48a7-a2d6-4d2af9d87801,40,1400,1200,2,None,2244,6
uuid:aaf01a18-7588-4447-a681-2d24ece94bb1,50,1400,1200,3,None,2245,4
uuid:4c5ac244-4d3f-4208-82c6-50751d24b4ee,50,1400,1200,3,VarietyReplacement NutrientManagement IrrigationManagement,2246,10
uuid:595efeaa-1173-4124-8823-954c8434d321,0,1350,1200,8,VarietyReplacement,2247,90
uuid:453c4214-74f4-41a9-a899-ceaf0bc6569b,100,1300,1150,3,NutrientManagement VarietyReplacement,2248,30
uuid:c7dd7278-efbf-43cd-af8d-e4e2ebb15832,0,1400,1250,3,VarietyReplacement,2249,20
uuid:310691ce-c6ca-42f7-b4dc-ca0221c673f0,100,1300,1000,3,NutrientManagement VarietyReplacement IrrigationManagement,2250,30
uuid:ef9f07f3-dd71-4208-996d-116b9ecd645b,100,1550,1300,3,NutrientManagement CropEstablishment VarietyReplacement,2251,20
uuid:3c9cdce6-1790-49e7-b541-967d1c98f261,40,1600,1400,3,None,2252,2.5
uuid:fe548472-f3bb-4c98-9b35-a76c153cbbed,40,1400,1250,3,None,2253,10
uuid:4a94dc60-659a-40ab-9561-81ae6f8fe777,20,1800,1500,7,VarietyReplacement,2254,25
uuid:ecc2ac84-85eb-40a4-a171-028791b23ead,70,1900,1500,7,None,2255,6.25
uuid:cc9b6fce-8440-45d0-a76c-d4d621e85fb5,60,1800,1500,7,None,2256,5
uuid:8f223e6d-3b7d-4e81-b7f6-55cb2a775c44,60,1400,1400,12,None,2257,9
uuid:3357cf83-ace0-463f-9674-13a78ca7dd18,40,1400,1200,12,None,2258,1
uuid:9d4cae94-0d1f-471b-bb4e-3494cbf84b64,40,1400,1200,12,None,2259,4
uuid:f2f9c56f-b1a0-4751-89b5-41344ddeb46d,20,1200,1150,3,None,2260,5
uuid:989214a4-99f3-4c76-ba2e-11b14a750de8,60,1000,1000,3,None,2261,6
uuid:066530cb-10eb-4b20-b2ab-c7d3ba65e308,80,1450,1300,6,None,2262,4
uuid:4ebf546a-2c36-41d3-823e-f9dcec215b4f,30,1400,1350,6,None,2263,2
uuid:e40df9f7-8d12-4b5e-a126-5c341b32751c,70,1400,1350,6,None,2264,4
uuid:cf58add3-fd8a-49c3-ba64-614dc88b4fbb,70,1500,1400,6,None,2265,6
uuid:c11d7492-ea34-473d-ab6b-16a892308c7c,20,1600,1400,6,None,2266,4
uuid:4797bbd8-56b2-4f81-99cb-4e42be6b45ab,10,1500,1200,6,None,2267,2
uuid:7913c997-ce15-47b9-9136-1e09b71b771a,10,1500,1300,6,None,2268,4
uuid:d7bede3c-81a6-45ef-89b6-ae065b6abd86,50,1800,2000,10,NutrientManagement,2269,4
uuid:28c73907-2980-4306-b951-4ac268bfbb7e,40,1800,1880,10,None,2270,2.5
uuid:b3f54fb5-426d-4ac4-94b3-8f443d11fc2f,30,1800,2200,10,None,2271,8.75
uuid:7e5220a1-2314-4cee-83e4-8781421667b5,50,1800,2000,10,None,2272,3.125
uuid:cf9d75e6-119f-4e8a-a937-2117343c427a,30,1100,950,5,None,2273,3.25
uuid:ea2db8c5-547e-417e-a7c1-52149eb251ea,40,1200,1000,4,None,2274,6
uuid:17db6308-095d-4dbc-b403-59da18d5769a,40,1000,900,25,None,2275,12
uuid:03882391-9123-4db9-aa55-625b1d80a714,30,1300,1150,2,VarietyReplacement,2276,18
uuid:72a1bfcc-82fe-4615-a072-6047ebbeb370,20,1400,1100,1,None,2277,7
uuid:95291d57-31eb-42d4-b40b-c634dab22773,30,1400,1100,1,NutrientManagement,2278,8
uuid:49921e9e-dd7c-42a3-a804-08fd76ff93ca,10,1300,1000,7,VarietyReplacement,2279,1
uuid:d976f221-368c-4e2c-901f-3c32985e6d5f,10,1000,950,15,VarietyReplacement,2280,6
uuid:53f89f1f-f422-48e1-8b35-c1256246964b,40,1050,950,15,VarietyReplacement,2281,4
uuid:7d0ff95a-f2ec-4ffe-820e-745a447c4ddd,10,1300,1000,8,VarietyReplacement,2282,0.5
uuid:258afe1f-d733-4d57-916a-47771e0c7dbb,10,1300,1100,7,VarietyReplacement,2283,0.5
uuid:0c6a5155-dd22-46f8-a83e-b6d3f43a9596,20,1300,1200,7,VarietyReplacement WeedManagement,2284,10
uuid:000d3ccf-a7ab-491a-bf11-f760641c818a,0,1300,1200,7,VarietyReplacement,2285,0.5
uuid:937134a8-1af5-4870-aa85-3063323b28a2,30,1000,1000,15,VarietyReplacement,2286,3
uuid:ffac8dd4-4341-499e-8b8c-8b4ced74a1e3,10,1100,1050,15,VarietyReplacement,2287,3
uuid:67adae59-8bff-4a91-92a4-beef403b7bb3,20,1100,1050,15,VarietyReplacement,2288,3
uuid:f7e1c409-454e-4b56-ac67-52287c42045b,0,1600,1500,0,None,2289,3
uuid:83fe2e65-846a-4a83-9730-b519dfa83412,50,1600,1500,0,None,2290,2.5
uuid:67e7375a-c527-429f-abde-1ae498ae48e3,10,1600,1500,0,None,2291,2.5
uuid:fde4b8bb-e716-4227-98a8-42711c627e21,0,1600,1500,0,None,2292,2.5
uuid:631a8af3-b9af-46d5-94c0-16552abc9183,20,1600,1500,0,None,2293,5.5
uuid:3ca25c94-8077-4d57-85e1-5764a4751187,60,1600,1500,0,None,2294,4
uuid:f3c9bda1-6308-41f0-8717-08b9f5803132,40,1600,1500,0,None,2295,5.5
uuid:87d9bbd9-0d3d-4be5-af93-08a4b3ef4a01,40,1600,1500,0,None,2296,5
uuid:86ca9c76-a55f-46ee-9324-4ed510a28954,20,1600,1500,0,None,2297,12.5
uuid:b2c9f869-6512-4dae-ba12-5b4bba29c16d,60,1600,1500,0,None,2298,4
uuid:f62e3d01-50b3-407c-b66b-5323a6855baf,30,1600,1500,0,None,2299,2
uuid:a6eaafcf-d23c-4b89-b764-d97a0783d39e,40,1600,1500,0,None,2300,4
uuid:310ac047-61db-4d5c-85ca-cef9365ff539,40,1600,1500,0,None,2301,2.5
uuid:10aed5ac-3603-49a7-ae39-9138502615ee,50,1600,1500,0,None,2302,5
uuid:e44a8c9f-510d-4ad6-b039-7c20850d4a21,30,1650,1100,6,None,2303,5
uuid:ff746be0-88a3-49fe-8f30-47a66ee2ce7d,30,1550,1000,6,None,2304,3
uuid:66a3ac35-8ce8-46b3-b591-d1b811145d6d,50,1300,1100,11,WeedManagement,2305,1.5
uuid:bae4767a-4182-410a-8155-e322be888528,50,1300,1100,11,WeedManagement,2306,2.5
uuid:cc510f4b-0151-4798-aab7-1e305684cf0e,50,1300,1100,11,None,2307,2.5
uuid:fa061379-04eb-440f-be42-62b4946fd5c6,10,1350,1100,6,WeedManagement,2308,1.5
uuid:16705b01-5104-4ae8-b5e3-abc4932f288c,40,1300,1100,11,None,2309,3
uuid:24b62742-ca1a-4492-977d-6a5f0e025871,50,1400,1100,11,WeedManagement,2310,2.5
uuid:6906764d-0240-4277-8e3d-5849c37f84db,50,1400,1100,11,WeedManagement,2311,3
uuid:6aef9ece-9f90-4514-a7c2-4d2be7fdf44c,20,1300,1100,7,WeedManagement,2312,3
uuid:1af2b6ae-d525-403e-92e1-b56920226fa1,10,1400,1100,8,WeedManagement,2313,2.5
uuid:3e9476a1-d641-4c19-9f03-96f402f5e709,50,1300,1100,11,WeedManagement,2314,1.5
uuid:ea4ca1cb-f0bf-4352-8709-9772a872b2d9,40,1400,950,7,CropEstablishment VarietyReplacement IrrigationManagement WeedManagement,2315,2
uuid:336937d3-50d4-42de-96f7-544246d7dd99,30,1400,1150,7,None,2316,4
uuid:00040f48-2dc9-4146-83b3-e9faa21556f8,20,1450,1220,3,None,2317,3
uuid:e6678640-9c64-4d7f-b2cc-06f47986e1a6,50,1450,1200,3,None,2318,3
uuid:824ed0f5-4921-4099-ba30-cadfbb38b964,40,1450,1200,3,None,2319,3
uuid:fd567f4d-4a20-448b-9b0a-e902f404b562,30,1450,1210,1,None,2320,3
uuid:69681d9d-aa91-46ed-bfdf-4ad3997e6331,20,1450,1200,1,None,2321,1
uuid:5eb52c1f-a4c4-4fd0-b597-40c91411d4e8,50,1400,1250,1,None,2322,4
uuid:a6f61c99-9421-4709-b44a-ac2310bd6460,40,1450,1210,3,None,2323,4
uuid:6446be71-0fcc-47b5-969c-6c4684997524,30,1450,1220,3,None,2324,4
uuid:aaacd83a-8cfc-4492-9161-c71d395fa13b,40,1450,1200,1,None,2325,5
uuid:e48678f6-d72c-4418-a18e-e9486cbbcde5,5,1400,1200,1,None,2326,2
uuid:ca4ea8a3-3ebd-4419-8eb1-5735c241e96f,40,1450,1200,3,None,2327,2
uuid:b79f8a9e-87a6-4dde-aee2-7d01a6d3a8d0,20,1450,1200,3,None,2328,5
uuid:951c181e-7057-4bbc-8d86-4473a3882933,0,1350,1200,1,None,2329,0.5
uuid:8184aac2-7bbc-4ac6-baa5-d18cd8a4c674,50,1400,1200,1,None,2330,3
uuid:06c98446-9697-4144-830c-42f17bd0f7ce,0,1450,1000,1,None,2331,10
uuid:0791e2de-a943-49b4-891c-2746ee760a7e,60,1350,1000,7,None,2332,40
uuid:b921c2bb-810a-4dd2-92e1-8e0f41e8a2ae,70,1450,1100,0.00E+00,None,2333,30
uuid:692346ee-113f-4c7e-a1fa-57e6ae0aa256,100,1400,1050,1,None,2334,30
uuid:a567ac20-c62e-40a3-8cfd-0de66b1758e5,30,1400,1000,0.00E+00,None,2335,40
uuid:14561287-49e3-4cdc-a09f-e2bb5d3e6993,70,1400,900,0.00E+00,None,2336,9
uuid:f40866f4-0885-4211-9266-6447697df099,30,1350,1000,7,None,2337,40
uuid:cd422124-c65d-4644-ae93-87bb7d7c024f,0,1350,1000,7,NutrientManagement VarietyReplacement,2338,40
uuid:679eb85b-d449-4850-906b-efad41bba6f7,80,1450,1150,0.00E+00,None,2339,24
uuid:6d677cdb-f4ea-4b13-b3aa-806fce51f314,70,1400,1055,1,None,2340,15
uuid:e1766901-d1d3-498b-b10d-dfacf479d18f,80,1450,900,0.00E+00,None,2341,25
uuid:351ef619-ee52-4e13-966e-2b6df9b53fcb,70,1450,1100,4,None,2342,40
uuid:444d760f-9a65-45b7-a83c-8fd05160e8a7,90,1400,850,0.00E+00,None,2343,13
uuid:db758d31-c4e2-4325-9423-4554d313e459,70,1400,1000,0.00E+00,None,2344,12
uuid:d5d4d7db-bc94-4ff6-90f1-f1df180f6dde,40,1500,1150,0.00E+00,None,2345,18
uuid:6ecd5cce-1de8-441f-a12b-0cc41ccb11fb,100,1400,1000,1,None,2346,38
uuid:d38b1d23-064a-452d-aeae-6399f103c291,80,1200,1050,1,VarietyReplacement,2347,30
uuid:15ade78a-498c-45e4-9fff-dd3d52729e2a,80,1250,1150,1,None,2348,32
uuid:be1ff915-ff24-4574-acd7-45aa4b98c5dc,100,1250,1100,1,None,2349,25
uuid:0453a372-6467-4bfe-a2ad-5ec9d00bf7f5,70,1400,900,4,None,2350,27
uuid:3ce8472e-8b44-4054-88d4-4ed3de8c11c4,60,1500,1200,5,None,2351,3
uuid:1eb5c8a1-8454-47f4-af3d-b63d8041a7b8,30,1500,1350,4,None,2352,4
uuid:cc73e30b-e95b-4bb2-be81-00b8af5b1ca2,30,1500,1450,4,None,2353,3.75
uuid:2b9a5a83-0b3d-4852-ba97-9d0b5a3a03bb,30,1400,1350,5,None,2354,2
uuid:4012bea4-2e1c-4fe3-9172-f2bb740af17c,30,1500,1350,5,None,2355,4
uuid:9bda03bd-24e0-4465-999d-315b8d84d682,50,1900,1800,1,CropEstablishment VarietyReplacement IrrigationManagement WeedManagement,2356,6
uuid:a2060fe5-cfac-4348-b983-af1f7355316b,70,1900,1700,1,None,2357,8
uuid:e2bfdd11-59be-4630-91ec-4d2de5d45be7,30,1900,1600,1,None,2358,2
uuid:3456358b-ce7c-4bed-aadc-4700d820659a,40,1800,1500,1,None,2359,2
uuid:48244b8b-4c15-4532-8a43-354d14fe7d3c,100,1500,1500,1,CropEstablishment VarietyReplacement IrrigationManagement WeedManagement,2360,2.5
uuid:d3e83f19-3f8a-42b0-8858-be1d0fc7eb7f,50,1800,1500,1,None,2361,1.2
uuid:a816fa86-f96b-4153-98c7-22c305888645,30,1400,1200,9,None,2362,5
uuid:4557db93-4af6-4948-acfe-573396b86fd2,30,1400,1200,9,None,2363,2
uuid:ae4008b1-b211-4dc7-9431-a85d44fe70d8,40,1400,1200,9,None,2364,2.5
uuid:a545ee53-8660-4515-ab61-8aba27484154,30,1400,1200,6,None,2365,4
uuid:33947ba2-b4c9-4dbc-a578-aec7ce5bf149,60,1400,1200,6,VarietyReplacement,2366,15.625
uuid:27d6a33e-75b2-4b20-b939-23af5d6a9438,70,1000,1000,4,None,2367,0.8
uuid:69cf9369-5ce4-4beb-89fb-2208781e0ec2,80,1500,1500,4,None,2368,3
uuid:f76719c0-f6e6-4734-aaf0-acea18f3f9c7,40,1200,1200,8,None,2369,4
uuid:7fa3ad70-6208-486a-aded-d84287bfcf02,80,1000,1000,8,None,2370,2
uuid:8a09c4ff-910c-49b9-ae05-3b4a9c0324b6,50,1500,1200,6,None,2371,5
uuid:1f50a907-96a0-4195-84e1-11b3ccb7bd6b,50,1500,1200,6,None,2372,8
uuid:0ba72d55-b4c8-450e-9abe-f11d657beeb2,60,1400,1300,15,None,2373,4
uuid:7099b6c1-70f9-428b-b7dc-a62b71824e07,0,1400,1300,6,None,2374,1.5
uuid:c8556c22-298d-4edd-a876-c0a5dae6b3de,30,1500,1300,15,None,2375,2
uuid:9ce6579a-69df-453c-b996-7e2c798a4d19,60,1400,1500,15,None,2376,6
uuid:5f3e4dd2-7d29-4030-a742-1371304a24e7,30,1400,1300,7,None,2377,10
uuid:88c1320d-ad5e-45aa-8b7f-0a6eaf4f9961,0,1300,1500,6,None,2378,2.5
uuid:a846a3c0-3f72-4ac0-967b-bbfcf850aa3a,60,1400,1300,15,None,2379,1.5625
uuid:a6a209df-6e33-4b55-a36b-168715175118,0,1400,1300,7,None,2380,1.25
uuid:bc947e6c-e1ef-405e-b994-1f79a8597f27,20,1500,1300,7,None,2381,2.5
uuid:28e89880-0a6b-4325-a569-8484ea3807a4,10,1500,1300,5,None,2382,3.125
uuid:b43b8b9c-d934-471f-a5a9-1aedb1f96bbf,5,1500,1300,12,None,2383,1
uuid:7aa5e632-1ae1-48a6-9583-85c083a4b5c3,0,1500,1300,12,None,2384,1
uuid:a0bb4da5-bd65-4985-b94f-2d7cf1719852,5,1600,1400,5,None,2385,2.5
uuid:059358f4-bec8-4592-a8f1-02807ff7edef,80,1500,1500,4,None,2386,3
uuid:694b098c-6690-44ce-b525-f928ed831b79,20,1300,1000,7,VarietyReplacement,2387,0.5
uuid:cfd0a7ca-f601-45ac-9504-7390d46043ed,10,1300,1100,8,VarietyReplacement,2388,0.5
uuid:232b16c9-2734-44ac-9001-48d968776b94,40,1200,1050,2,VarietyReplacement,2389,1
uuid:c1136e9d-2ad6-490a-81fc-e98c0e71c8fe,20,1250,1000,7,VarietyReplacement,2390,0.75
uuid:1aecea97-d2b5-4f17-ae9c-864738cf11f5,30,1200,1100,2,VarietyReplacement,2391,1
uuid:22fc89f7-04a5-4601-bbef-71ecb2c4c093,10,1300,900,8,VarietyReplacement,2392,0.75
uuid:32970e66-eba7-4313-977d-45c8aed84e95,40,1200,1050,2,VarietyReplacement,2393,1
uuid:ca332998-a79b-4009-8880-b4cf1f94d639,40,1600,1500,0,None,2394,2
uuid:d04b519f-47f4-41ab-a6e6-e7b85fc980fb,0,1600,1500,0,None,2395,1
uuid:4445031b-1aad-4226-91b5-6a3c35ef223e,40,1600,1500,0,None,2396,2.25
uuid:96c3e093-a347-4d16-b4de-bf628e85b838,20,1600,1500,0,None,2397,4
uuid:99899064-13c4-4f80-af90-68193cc52da4,50,1600,1500,0,None,2398,3.5
uuid:1bbd7a93-81b0-4edb-9a8c-c2a3f3a45c43,30,1600,1500,0,None,2399,2.5
uuid:517365ac-b907-48d3-a26d-bd2264721bb9,20,1600,1500,0,None,2400,2.5
uuid:51440d2e-8485-4f1c-8625-da53f7cb3d01,0,1600,1500,0,None,2401,1.5
uuid:867bea79-1c4b-4515-aa49-d60036f9fd1e,20,1600,1500,0,None,2402,4
uuid:85c2fb23-c0bd-4f3c-98d2-eb8eb746a385,50,1600,1500,0,None,2403,5
uuid:4a5c9fb8-1e49-4c76-871c-93f928cb0bae,40,1600,1500,0,None,2404,4
uuid:44e6a44e-1c6f-4139-84e3-d7d0bde60414,0,1600,1500,0,None,2405,1.5
uuid:9235c601-ea1d-40d1-9395-4023d71417f9,0,1600,1500,0,None,2406,3
uuid:77313aa1-6448-4cb1-8e0a-44e1292eff3b,0,1600,1500,0,None,2407,2.2
uuid:d307d086-e4ce-45aa-bf37-8a552513bd26,30,1600,1500,0,None,2408,3.5
uuid:ec423a27-cc4c-456b-9e4b-197cc8f05b15,20,1450,1240,2,None,2409,3
uuid:e6beb9ed-f8f8-485b-b208-a10070afa5a8,20,1450,1225,2,None,2410,3
uuid:18f020fe-180a-4f20-beb0-2348bd3dd4c6,60,1450,1230,2,None,2411,5
uuid:4d2ac4b3-84eb-4968-b3e1-ded4394ae894,20,1450,1250,2,None,2412,2
uuid:c1b5bb18-9539-4f7d-a817-e90fe398de76,20,1420,1210,2,None,2413,5
uuid:3e56b270-7ad1-4e3d-95eb-2031b1cb89b4,30,1450,1220,2,None,2414,0.5
uuid:5987c897-f220-4587-b356-84e99cfb22df,10,1450,1220,2,None,2415,3
uuid:04e40149-bd3d-4db1-8148-45d81b8247ba,20,1450,1220,2,None,2416,2
uuid:e5042df4-5e22-456e-a8d9-be850e9dec53,40,1400,1250,2,None,2417,9
uuid:ab9f2db7-da1b-48f0-b8f5-78b55198aea9,30,1450,1220,2,None,2418,5
uuid:09437e39-ab0a-4cf8-b595-3c3354ab35be,20,1450,1220,2,None,2419,6
uuid:90690b61-4db2-4bba-8592-2cc0e8a3fb76,40,1600,1320,2,None,2420,5
uuid:130c6181-d6b7-4a0c-bafa-45f5c5ad5bbb,30,1420,1210,2,None,2421,2.5
uuid:92d68163-52e4-43e1-bcbd-959e3b7e08a1,20,1450,1220,2,None,2422,1
